,classification,x,y
0,2,97.61490509465023,4.051510474682207
1,2,127.97998371201678,-16.919483460595185
2,2,129.09990577793712,10.392972586515086
3,2,130.76854358784308,-3.6454066994810037
4,2,114.29592440261526,-2.9347184610181785
5,2,110.81391963936657,-3.605499150074508
6,2,114.50462599748491,-15.134733038372035
7,2,135.41500865440656,-1.9198136513487576
8,2,125.28680530287515,-11.1026124947203
9,2,133.9206525007775,-18.43893045875177
10,2,123.17610002906076,-13.347538769030507
11,2,112.95929955216559,-14.032744733202598
12,2,128.02064656781852,-6.555365483367687
13,2,108.84314399238836,21.022644983567794
14,2,118.26533863116065,-7.690934256990534
15,2,124.47567179629587,-4.817482195777814
16,2,134.47122916211686,15.586874411378872
17,2,132.22811646631175,-12.248162159092796
18,2,115.71769353060644,-2.1882112848577897
19,2,137.80614200672017,3.464838528406325
20,2,133.14989092228177,-0.21770453215732036
21,2,124.70483578286179,1.7877883655834452
22,2,148.094112326581,-13.167420829860035
23,2,116.56449977246142,-5.311155891398752
24,2,121.84389575455558,-1.6060157586749142
25,2,121.90525455335332,-13.692620757444587
26,2,108.97966828530159,5.201408312697667
27,2,125.5465706183627,-5.31457960373125
28,2,132.9412754451146,-4.756095931348232
29,2,120.13976667393896,-27.885209098619953
30,2,124.78599702948696,-19.770766462232547
31,2,122.23451640711431,-21.182909947250273
32,2,117.367091561977,-5.8847230155733845
33,2,107.45867603737746,-3.6677615228631417
34,2,106.60865762909128,1.8150419707404737
35,2,118.42111535403852,-5.503646844050877
36,2,118.68378151521723,-18.3350243722573
37,2,137.22854834431888,-2.6191795305090864
38,2,116.49989414094149,-11.296128382720998
39,2,121.39827747116252,4.997825725441075
40,2,118.34033942423002,-7.6999175990617585
41,2,126.28342156298665,0.6810929137581071
42,2,113.3901109218356,-20.224506566849076
43,2,137.59584094807414,0.2298961021177419
44,2,120.71770573219598,-8.518699907073566
45,2,129.1854269830722,7.755266928436677
46,2,114.826411628412,0.7728810042285374
47,2,115.71476903879095,-7.548905948303447
48,2,125.00139227154499,-15.797642884484697
49,1,164.35639670961518,2.6693618027636745
50,1,162.36434959349086,-0.965645000916922
51,1,165.11755247258802,-4.18872419267332
52,1,173.14695783440825,-4.033600079962298
53,1,166.19002026444417,-4.114237759205088
54,1,171.61770013646395,-3.0181223747759773
55,1,165.6816278319166,-22.455732357947547
56,1,158.89927562824096,-32.29217803616475
57,1,168.38308731891664,-21.381600795835627
58,1,177.93641642408315,-16.057598031324634
59,1,194.89753659169102,-30.269211505238268
60,1,157.09555341535184,7.774234311417202
61,1,169.35804927937963,-27.749568599524395
62,1,163.89759448082066,6.7133993312522335
63,1,158.6128376446157,5.750749367667595
64,1,164.23219317159518,0.200847871955375
65,1,160.02947878014803,13.003520095253293
66,1,167.9786415296924,-23.01366282913949
67,1,168.02265444386484,6.019738682263963
68,1,183.87572306018725,-24.848255448130164
69,1,165.27217949864203,3.861388694379343
70,1,167.67333613554942,-8.114650028248867
71,1,163.55452203000738,-29.85266801147777
72,1,165.28129208520045,-0.07186403627171956
73,1,182.01759236053982,-33.62572182883977
74,3,102.6801087791685,-54.86060226348339
75,3,77.54389238007266,12.20386213226391
76,3,120.98343980018947,43.84817748994631
77,3,120.0213687961829,-44.060390478799704
78,3,119.62164542160728,34.18050024762877
79,3,72.60883537970547,15.157630522533625
80,3,80.50063749943166,-14.425606020260467
81,3,115.42057551364559,34.64541953026756
82,3,82.77942471740374,-14.037988025030828
83,3,122.64372794399056,34.56987611733925
84,3,134.92131138416622,40.66014376476261
85,3,68.4141217631361,8.293247801223657
86,3,84.08970284005278,-20.673335917383724
87,3,72.5598026934596,-14.998363650894385
88,3,72.34079373625036,-30.697332194306373
89,3,107.58057937105578,-42.29224428810978
90,3,77.69009530089788,31.78808271218749
91,3,75.77556574891828,12.47027489793497
92,3,116.00012616947164,47.65356217344296
93,3,77.4882381020909,-21.521957157787174
94,3,98.11475832674536,-45.161439107847855
95,3,134.8052962276837,47.14319349273457
96,3,81.2641964004748,-30.252562141383446
97,3,87.07611525949197,-42.23392997750442
98,3,81.21403188517226,-24.168991894282147
99,3,93.26568562341996,-32.82803373498104
100,3,97.21329470417828,34.65886541957292
101,3,75.62796976229858,18.94381572222791
102,3,114.11929571265787,-46.261690819273994
103,3,102.07810100095837,46.990745007462046
104,3,71.9606663215326,15.002250649639025
105,3,98.251149448174,45.752319047865114
106,3,74.12154025737908,-9.577064510414331
107,3,122.67557133290647,-46.738513363074134
108,3,77.62251659668914,-25.952423413893822
109,3,94.71327849123709,-37.181867898988685
110,3,116.60524587306185,-53.40828000744666
111,3,124.94144269029184,37.53688181154182
112,3,112.91743018610764,-48.63707981731018
113,3,70.93358695573589,5.997650956363954
114,3,94.04512540608826,-39.08060789154849
115,3,123.31395032032688,46.55443770637434
116,3,131.1300925162827,42.15099174975683
117,3,112.5099271195392,-47.73735354261436
118,0,171.08500400619897,43.357055026428576
119,0,193.20799214020343,41.40365465086414
120,0,186.88713838763076,66.40717945808899
121,0,77.43660482984741,-0.8353169671433156
122,3,237.99221869012317,85.52977621061049
123,3,228.14483265238812,-12.451714864853376
124,1,53.3537304825912,-44.45571948749233
125,2,109.97620019956767,65.34263483325361
