,x,y
0,8.293906338198349,5.907481571427312
1,6.668311742162589,6.077321113539545
2,8.025202426792001,6.185780210484219
3,9.659538974370252,6.679714571862347
4,8.867824676985474,6.390989684501809
5,105.52109690461384,63.98680992465048
6,85.42095273450452,37.64041921037309
7,111.16600181340368,78.62437824208848
8,109.14338432928793,69.03487008847635
9,73.74588513194492,17.94529267186834
10,54.34039363500495,15.174709508876946
11,92.37279853635296,44.13734175599667
12,104.5428659425634,65.38674082791178
13,51.61618300028701,12.38295373947005
14,119.20557733029864,38.40402348293233
15,131.1780014101625,78.51105575155441
16,124.13349987157116,86.43971413896908
17,120.70547433150341,64.95746758769349
18,103.9991332126932,67.12556761865089
19,121.71513248754135,69.00476056375112
20,109.35049369060027,60.03197442447339
21,105.55937801260237,39.56203022043439
22,115.65032301936607,82.40487629398353
23,80.63711574365081,20.470312230872747
24,125.27533056417064,77.93621161722369
25,104.43577842400495,39.886461997208364
26,85.27726677209151,30.151044583639898
27,108.91599485836555,49.914700204199505
28,121.8697093816944,51.39353777340801
29,87.50823486133251,34.50927448363626
30,97.87909608480277,50.860816106673404
31,82.3692506910948,30.410484168822908
32,106.92499635060841,47.292015573589886
33,115.49206882291472,86.036418400797
34,63.91557881780665,18.56540579300916
35,29.718366354680434,9.46542392880432
36,81.58202562683947,29.107439351830248
37,111.35252265214159,54.28139439288517
38,99.32597030686968,66.60243896898743
39,96.24700296278955,39.4529896773775
40,109.00963861155705,34.821710033892124
41,41.969206363798406,12.285088431803146
42,86.86727893951738,32.349171880511484
43,41.94632063504871,13.60711531931155
44,105.68390832025888,75.6012248483931
45,120.71050568349716,47.33489982130526
46,116.77370277209559,75.37720012128995
47,94.4972468370169,43.368921270467126
48,125.37311359220051,54.905697850743934
49,90.34177222942935,34.33198407788848
50,105.66013568256615,50.75094913767562
51,111.93499595524796,86.10936491946171
52,103.95905792237764,65.51975475077327
53,109.5911114936143,34.15888973840022
54,15.953085182639386,7.499984587578719
55,115.0827948989324,57.586130983161276
56,105.74278330938688,57.9290999130414
57,117.18089171678271,55.98905716208533
58,120.24319653276243,57.679534228710175
59,108.35731570648123,50.913735290077256
60,159.03141236609108,139.51228588865274
61,336.03249071716016,208.59170136948487
62,194.93807661914659,160.51630343573814
63,238.20344831947037,188.02640381971284
64,148.25044166023352,118.26409527362519
65,315.2679460613292,210.67689938034206
66,195.4950927567402,162.07977850166785
67,278.7960647243662,200.48582019209866
68,160.7336281977268,141.7413936192407
69,146.3212150505912,113.35134006999724
70,293.64183354231255,216.44190872792967
71,172.12656836360418,137.75911918547177
72,169.21063697942353,156.13439242534827
73,325.35970350563275,206.02673078823145
74,174.82076146724688,138.5958990999749
75,213.30433555722055,178.33063932784225
76,163.07776428973364,132.75947980466225
77,202.33540582711396,177.64164149920006
78,200.83565634161957,165.80698245719537
79,178.32086289259962,158.16577621735735
80,311.7977463338858,214.83750744172545
81,255.7252860232367,185.72784033778652
82,324.16342784920636,203.24496815331133
83,340.02287271989337,215.95002463183576
84,271.8306031540872,190.22522923485616
85,286.29206225970387,202.64648728846817
86,347.89760619683057,212.08001316513722
87,179.52645602296909,143.0667526797225
88,341.83829436390226,199.23061733152778
89,199.20478713160009,170.9518565742792
90,258.3875152210802,184.92421636555133
91,233.09757051849186,175.9906037492651
92,306.8923848689085,212.32472304862338
93,165.65349757683498,138.64458291196937
94,160.23928727917897,116.07499911795236
95,330.7383832402577,217.90775538483086
96,226.28821688032045,170.07312849900472
97,143.9498453471273,120.38110289359375
98,206.1946756467023,162.21009675127837
99,214.6829667412822,175.75207463798154
100,189.41367868297763,151.75498719847278
101,180.97612113003666,142.79477792931863
102,275.8838281777242,187.55093859273995
103,189.3105113660725,157.85676374140053
104,294.22420604814454,210.84020605304264
105,168.070429151935,128.43089637403355
106,273.7014472656792,199.40216238655603
107,172.64181683041056,126.3988822159837
108,291.2847102574858,199.43191666120114
109,270.8582807610486,197.12014585466437
110,174.2219615841592,150.8261360215069
111,228.85612504619618,168.43299592560535
112,156.86710587838155,110.25663649016127
