,x,y
0,112.55526784259943,64.99937723291444
1,65.6560062740263,43.47617071361513
2,120.45077814973655,81.51103527040115
3,90.37664327653565,75.472145931277
4,118.11580012346012,77.25193749081943
5,120.07596553696268,76.50387144220973
6,86.50257251772783,59.85414216364191
7,72.55182091388161,40.376045963001005
8,50.31650680646942,39.84099822164318
9,86.87902967406471,68.58546099905513
10,58.953428291427485,41.00655865120965
11,102.64538234166105,61.607859034302905
12,61.31496650294584,44.377766146672926
13,70.42513262969068,43.794712648703936
14,79.10078349428288,59.69118215147084
15,70.0591215567436,37.19708037895911
16,78.11010428116984,47.31232674049835
17,108.2982438889452,54.905478586431045
18,72.3535322471118,38.80816169342603
19,106.13463583564695,85.63950150452577
20,79.49321838034743,63.28537203691375
21,95.77140698635986,73.02022252515155
22,79.3615854145306,59.25150973942579
23,69.75184742404443,58.00623512639874
24,76.15459948056213,62.52069617858211
25,90.29403349791413,59.08766178182663
26,75.92514303151269,58.16848713415021
27,93.31784505957754,59.65133756644529
28,111.93162977925236,73.93002104046715
29,62.689263191004116,52.320317116357614
30,89.03217872655445,52.99152294487492
31,91.13799459745356,75.3318855665394
32,118.064422761648,79.60645074870617
33,116.07971675756905,69.41734798462282
34,89.22922264952349,55.28519568608304
35,74.69539385169648,59.65525149457815
36,76.86261929045307,58.74523861583782
37,120.80194507185458,77.01004909810035
38,85.52652693594884,56.574523184307786
39,81.68539555915387,68.75522965236331
40,79.11836031553236,65.14072389989437
41,88.92636577311346,78.7591297649465
42,79.45386292828493,56.367408040472775
43,90.06860496098524,45.58460446982863
44,73.73328634517236,48.70045439943854
45,67.90686297395668,35.22143913423893
46,77.28829599061076,53.509599347941474
47,52.84301915691041,38.11007309996432
48,45.547251891712115,20.57990476447461
49,111.17392354996365,74.65439086737756
50,53.226667076697396,31.53109010799663
51,135.14205235187896,115.04883751704331
52,137.0207969501981,85.99252682765456
53,116.35460636868756,103.6117790541988
54,166.45446232386462,107.93931468878858
55,144.34541502620664,143.24841807738247
56,168.00373426530192,91.78823216183632
57,146.35035733460452,102.87196451287704
